cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,Marketability,External,Potential,gender_Female,gender_Male,branch_CE,branch_CSE,branch_ECE,branch_IT,branch_ME,part_time_job,internet_access,family_income_level,extracurricular_involvement,city_tier,placement_status
7.72,75.6,67.0,0.0,3.9,66.2,3.0,1.0,3.0,2.0,4.0,3.0,1.0,5.5,10.0,5.188000000000001,2.6000000000000005,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
8.13,78.7,68.2,1.0,3.5,59.5,5.0,2.0,4.0,4.0,5.0,4.0,2.0,7.1,6.0,6.452,3.6,2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1
8.84,73.9,76.9,0.0,3.0,62.2,4.0,3.0,4.0,2.0,4.0,4.0,4.0,6.4,6.0,6.835999999999999,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1
9.54,81.6,86.5,0.0,1.0,61.4,8.0,2.0,5.0,2.0,5.0,5.0,3.0,6.5,4.0,8.016,4.6,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1
7.28,64.4,61.6,0.0,2.7,68.3,5.0,1.0,3.0,2.0,4.0,2.0,1.0,6.5,1.0,5.412,1.8,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1
9.58,91.1,79.6,0.0,0.0,57.1,8.0,3.0,5.0,3.0,5.0,1.0,4.0,7.4,7.0,8.332,1.6,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1
9.52,80.5,85.9,0.0,6.4,78.7,8.0,3.0,5.0,5.0,4.0,5.0,3.0,5.9,5.0,8.308,4.6,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1
9.02,83.4,82.1,0.0,7.4,83.3,7.0,3.0,5.0,1.0,4.0,6.0,3.0,8.0,2.0,7.908000000000001,5.4,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1
7.82,61.8,73.9,1.0,5.5,75.4,8.0,3.0,5.0,3.0,5.0,4.0,3.0,7.5,7.0,7.628,3.8000000000000003,2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
7.75,62.7,63.1,0.0,4.8,70.4,4.0,2.0,2.0,2.0,4.0,3.0,0.0,7.3,6.0,5.3,2.4000000000000004,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
8.12,85.0,62.6,0.0,5.8,76.5,6.0,2.0,4.0,2.0,4.0,4.0,4.0,7.9,6.0,6.648,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1
8.45,79.4,65.9,0.0,3.8,73.9,8.0,2.0,5.0,2.0,4.0,5.0,3.0,6.2,4.0,7.58,4.6,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
8.86,73.8,72.8,0.0,5.6,87.9,6.0,3.0,4.0,1.0,4.0,3.0,2.0,6.4,8.0,7.244000000000001,2.8000000000000003,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1
8.72,76.9,86.9,0.0,7.7,85.4,8.0,2.0,5.0,5.0,5.0,6.0,4.0,7.1,1.0,7.688000000000001,5.6000000000000005,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
8.65,77.5,68.9,0.0,4.8,65.4,6.0,2.0,5.0,5.0,3.0,4.0,5.0,6.7,4.0,7.260000000000001,4.2,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1
8.78,80.6,76.8,1.0,0.0,59.8,7.0,4.0,5.0,2.0,3.0,4.0,6.0,6.9,3.0,8.112,4.4,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1
6.55,55.6,58.6,0.0,1.8,64.4,5.0,1.0,3.0,5.0,3.0,3.0,6.0,5.7,10.0,5.12,3.6000000000000005,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1
6.79,66.0,50.6,1.0,0.0,66.5,3.0,0.0,2.0,1.0,4.0,2.0,2.0,7.6,2.0,4.116,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0
7.7,64.3,69.5,0.0,0.4,65.6,6.0,2.0,3.0,3.0,4.0,3.0,3.0,7.1,1.0,6.08,3.0000000000000004,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1
7.76,76.7,69.7,0.0,5.5,78.5,6.0,4.0,3.0,4.0,4.0,2.0,0.0,6.5,10.0,6.704000000000001,1.6,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
6.43,58.8,50.0,2.0,1.7,60.3,8.0,0.0,5.0,3.0,3.0,5.0,1.0,5.8,5.0,6.172000000000001,4.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0
8.2,78.1,71.9,0.0,2.6,69.5,5.0,4.0,4.0,3.0,4.0,4.0,1.0,6.5,8.0,7.08,3.4000000000000004,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1
8.57,68.8,71.5,2.0,0.6,54.9,8.0,1.0,5.0,3.0,4.0,5.0,1.0,8.7,6.0,7.328000000000001,4.2,1.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
7.52,65.2,74.8,1.0,2.4,68.7,7.0,1.0,4.0,2.0,4.0,4.0,2.0,6.7,8.0,6.308000000000001,3.6,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
7.42,65.7,60.4,0.0,4.2,73.8,7.0,2.0,5.0,1.0,4.0,5.0,8.0,6.8,9.0,6.968,5.6,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
8.62,78.5,88.1,0.0,3.9,61.9,5.0,2.0,3.0,5.0,5.0,3.0,1.0,8.5,8.0,6.247999999999999,2.6000000000000005,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
8.59,79.5,80.6,0.0,3.0,68.1,8.0,1.0,5.0,5.0,4.0,4.0,2.0,7.2,4.0,7.336,3.6,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1
8.36,74.4,76.1,1.0,3.7,72.8,4.0,3.0,3.0,4.0,4.0,4.0,2.0,7.9,5.0,6.244000000000001,3.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
8.25,75.7,73.3,1.0,4.7,76.7,7.0,1.0,3.0,1.0,5.0,3.0,1.0,7.9,6.0,6.2,2.6000000000000005,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1
8.83,86.5,83.1,0.0,4.3,64.3,7.0,4.0,5.0,3.0,5.0,6.0,3.0,5.8,10.0,8.132,5.4,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
9.21,85.0,85.6,0.0,3.1,83.6,6.0,3.0,3.0,5.0,5.0,3.0,1.0,6.2,3.0,6.984000000000001,2.6000000000000005,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1
8.92,82.7,82.3,0.0,5.9,85.2,6.0,2.0,5.0,4.0,5.0,3.0,3.0,6.3,7.0,7.367999999999999,3.0000000000000004,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1
8.73,81.7,77.1,0.0,6.4,70.4,8.0,3.0,5.0,1.0,4.0,5.0,3.0,7.2,5.0,7.992000000000001,4.6,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1
9.21,78.2,78.2,0.0,3.6,76.1,8.0,3.0,5.0,4.0,4.0,6.0,3.0,6.0,7.0,8.184000000000001,5.4,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1
8.76,69.3,77.0,0.0,1.9,67.1,5.0,3.0,4.0,1.0,4.0,3.0,4.0,7.5,8.0,7.004,3.2,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
9.38,86.4,83.5,0.0,3.2,73.0,5.0,2.0,4.0,4.0,5.0,4.0,7.0,7.1,4.0,6.952,4.6000000000000005,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
7.79,65.1,65.3,1.0,3.5,77.1,8.0,2.0,5.0,3.0,3.0,6.0,2.0,5.7,6.0,7.315999999999999,5.200000000000001,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
9.3,90.7,88.3,0.0,5.4,67.7,6.0,3.0,5.0,5.0,5.0,5.0,2.0,8.1,4.0,7.820000000000001,4.4,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
7.65,61.7,62.1,2.0,4.6,72.6,7.0,1.0,4.0,2.0,4.0,4.0,4.0,6.1,2.0,6.36,4.0,1.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1
9.2,84.7,80.7,0.0,4.8,77.1,4.0,3.0,3.0,3.0,4.0,2.0,4.0,8.1,7.0,6.579999999999999,2.4000000000000004,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1
6.59,56.7,61.4,0.0,5.8,80.8,5.0,0.0,3.0,3.0,3.0,3.0,4.0,7.5,5.0,4.836,3.2,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
8.66,79.3,77.9,0.0,2.3,71.5,2.0,1.0,2.0,5.0,4.0,2.0,6.0,4.0,3.0,4.964,2.8000000000000003,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
9.53,81.2,77.2,0.0,0.7,61.3,7.0,4.0,5.0,2.0,5.0,6.0,2.0,7.8,3.0,8.411999999999999,5.200000000000001,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1
9.84,89.4,83.4,0.0,2.1,64.0,6.0,4.0,5.0,4.0,4.0,4.0,3.0,6.9,7.0,8.336,3.8000000000000003,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1
8.14,66.1,70.1,0.0,3.2,63.2,6.0,0.0,3.0,4.0,4.0,2.0,3.0,5.5,10.0,5.656000000000001,2.2,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
8.65,73.9,81.0,0.0,2.9,69.8,8.0,2.0,5.0,3.0,5.0,5.0,4.0,6.7,2.0,7.66,4.8,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1
7.65,73.7,68.3,0.0,4.8,78.9,8.0,1.0,5.0,5.0,4.0,5.0,5.0,7.5,6.0,6.960000000000001,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1
5.23,50.0,50.0,1.0,4.2,75.6,5.0,0.0,4.0,2.0,3.0,4.0,6.0,7.7,4.0,4.692,4.4,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
8.32,83.4,83.0,0.0,3.8,77.0,5.0,0.0,4.0,4.0,5.0,4.0,2.0,7.2,4.0,5.928000000000001,3.6,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1
8.1,70.1,67.1,0.0,1.3,65.5,5.0,1.0,3.0,2.0,4.0,4.0,2.0,7.2,7.0,5.74,3.6,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1
9.14,88.2,77.9,0.0,2.6,65.6,4.0,3.0,3.0,3.0,5.0,3.0,2.0,9.0,4.0,6.556,2.8000000000000003,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
8.14,73.9,75.2,0.0,6.5,86.9,4.0,3.0,3.0,5.0,5.0,1.0,1.0,6.3,2.0,6.156,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.62,86.9,85.6,0.0,5.7,72.3,6.0,3.0,3.0,1.0,4.0,3.0,0.0,8.7,3.0,7.148000000000001,2.4000000000000004,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1
7.72,72.4,75.1,0.0,5.9,74.8,7.0,2.0,4.0,3.0,4.0,5.0,1.0,6.5,5.0,6.688000000000001,4.2,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
7.34,62.5,62.0,2.0,3.8,75.3,2.0,1.0,1.0,5.0,3.0,0.0,1.0,6.7,6.0,4.036,0.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
8.92,80.0,76.8,1.0,3.1,69.8,8.0,2.0,5.0,1.0,5.0,5.0,4.0,7.1,3.0,7.767999999999999,4.8,2.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
7.72,67.7,70.9,1.0,3.3,77.3,6.0,2.0,3.0,4.0,4.0,4.0,1.0,8.0,8.0,6.088,3.4000000000000004,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1
7.39,56.9,68.3,1.0,1.5,65.4,3.0,1.0,3.0,5.0,4.0,5.0,1.0,4.9,10.0,5.056000000000001,4.2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1
7.81,62.4,70.3,1.0,3.9,72.7,2.0,1.0,2.0,2.0,4.0,2.0,4.0,5.8,8.0,4.6240000000000006,2.4000000000000004,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0
8.7,77.4,76.6,0.0,4.2,66.4,7.0,3.0,5.0,1.0,3.0,4.0,3.0,6.7,3.0,7.780000000000001,3.8000000000000003,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1
7.27,65.2,64.9,1.0,4.8,72.0,7.0,2.0,5.0,3.0,3.0,6.0,1.0,9.0,3.0,6.9079999999999995,5.000000000000001,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1
6.62,56.5,59.8,2.0,0.0,62.6,6.0,0.0,4.0,4.0,3.0,4.0,5.0,7.7,9.0,5.448,4.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0
9.62,81.2,80.4,0.0,5.1,76.8,2.0,4.0,2.0,1.0,5.0,3.0,2.0,6.4,6.0,6.248,2.8000000000000003,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
7.11,68.7,62.0,1.0,3.3,65.1,2.0,2.0,1.0,1.0,4.0,0.0,1.0,7.6,4.0,4.244000000000001,0.2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
7.6,68.6,62.3,2.0,4.5,71.2,1.0,2.0,1.0,5.0,4.0,2.0,0.0,8.0,9.0,4.24,1.6,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0
7.9,75.8,75.5,0.0,6.0,72.7,8.0,2.0,5.0,3.0,4.0,4.0,0.0,6.5,5.0,7.359999999999999,3.2,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1
9.46,88.1,77.1,0.0,6.1,73.9,4.0,4.0,3.0,2.0,5.0,3.0,4.0,8.5,3.0,6.984000000000001,3.2,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1
8.06,76.8,67.3,0.0,4.8,67.9,6.0,1.0,4.0,5.0,3.0,5.0,2.0,4.4,5.0,6.324,4.4,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.49,80.6,76.8,0.0,2.2,67.7,4.0,1.0,3.0,5.0,5.0,2.0,1.0,8.8,3.0,5.696,1.8,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1
10.0,91.7,86.2,0.0,2.0,66.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,9.0,4.0,7.3,4.6,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
8.27,70.9,70.6,0.0,3.5,73.0,5.0,2.0,3.0,3.0,4.0,1.0,3.0,7.5,3.0,6.108,1.4000000000000001,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
7.63,58.4,77.5,0.0,2.0,69.2,5.0,1.0,4.0,5.0,4.0,5.0,1.0,8.2,8.0,5.952,4.2,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.84,64.3,72.2,0.0,2.4,68.1,8.0,1.0,5.0,5.0,4.0,5.0,3.0,7.6,1.0,7.036,4.6,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
7.19,63.0,60.3,0.0,4.4,79.4,8.0,1.0,5.0,4.0,4.0,5.0,5.0,6.8,10.0,6.776,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1
9.61,89.0,91.1,0.0,2.5,75.6,4.0,3.0,3.0,2.0,5.0,4.0,1.0,7.4,1.0,6.744000000000001,3.4000000000000004,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
7.68,70.8,70.7,1.0,0.0,64.4,5.0,1.0,4.0,4.0,4.0,4.0,5.0,7.0,6.0,5.972,4.2,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1
8.66,87.2,83.5,0.0,2.4,63.7,8.0,1.0,5.0,3.0,4.0,6.0,6.0,6.6,5.0,7.364000000000001,6.000000000000001,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1
9.54,85.5,89.0,0.0,5.1,77.5,6.0,3.0,3.0,4.0,5.0,3.0,1.0,6.3,2.0,7.1160000000000005,2.6000000000000005,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
8.27,71.3,68.3,0.0,3.0,74.1,6.0,3.0,3.0,2.0,5.0,3.0,2.0,6.8,3.0,6.608,2.8000000000000003,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1
8.43,67.2,78.6,0.0,1.2,61.2,7.0,3.0,5.0,4.0,4.0,5.0,3.0,7.3,2.0,7.672000000000001,4.6,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.2,68.5,80.9,0.0,4.9,73.0,7.0,3.0,5.0,1.0,4.0,6.0,1.0,8.9,4.0,7.58,5.000000000000001,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1
7.05,62.5,75.7,1.0,2.2,64.5,3.0,2.0,2.0,1.0,5.0,0.0,4.0,8.2,9.0,4.82,0.8,2.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1
7.73,66.2,73.8,1.0,3.0,68.7,3.0,0.0,2.0,2.0,4.0,0.0,4.0,6.6,4.0,4.492000000000001,0.8,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0
6.77,60.2,59.9,1.0,0.8,59.0,6.0,2.0,4.0,3.0,3.0,2.0,2.0,7.3,1.0,6.108,2.0,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1
9.06,82.4,78.6,0.0,2.5,63.3,7.0,1.0,4.0,1.0,4.0,3.0,0.0,6.8,3.0,6.924,2.4000000000000004,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
8.49,70.9,77.7,0.0,2.7,68.4,2.0,2.0,2.0,2.0,4.0,3.0,2.0,5.9,4.0,5.196000000000001,2.8000000000000003,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
8.12,72.2,69.6,0.0,4.6,75.4,6.0,1.0,4.0,4.0,4.0,2.0,3.0,5.1,10.0,6.348,2.2,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.54,71.6,68.6,2.0,3.9,60.1,6.0,0.0,3.0,4.0,4.0,2.0,2.0,7.5,7.0,5.416,2.0,1.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0
7.91,71.6,70.0,1.0,3.8,65.3,5.0,1.0,4.0,3.0,4.0,5.0,7.0,5.3,5.0,6.064,5.4,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0
8.28,77.8,73.8,0.0,3.4,66.6,2.0,2.0,1.0,1.0,4.0,1.0,3.0,7.1,6.0,4.712,1.4000000000000001,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0
7.37,72.4,68.6,0.0,4.7,59.4,2.0,2.0,2.0,3.0,4.0,2.0,1.0,6.9,10.0,4.748,1.8,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
7.92,66.2,77.6,0.0,4.0,76.3,5.0,1.0,4.0,4.0,3.0,5.0,1.0,6.6,2.0,6.0680000000000005,4.2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
9.31,84.9,88.9,0.0,6.1,78.5,4.0,3.0,3.0,1.0,5.0,3.0,1.0,6.9,7.0,6.624,2.6000000000000005,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1
5.73,53.1,50.0,0.0,4.9,68.1,4.0,1.0,2.0,4.0,3.0,3.0,3.0,8.2,9.0,4.192,3.0000000000000004,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0
8.68,77.4,78.0,0.0,4.2,79.4,7.0,2.0,4.0,1.0,5.0,4.0,1.0,5.9,10.0,7.072,3.4000000000000004,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1
9.13,77.4,82.3,1.0,5.3,81.5,8.0,2.0,5.0,3.0,5.0,4.0,5.0,7.9,7.0,7.852,4.2,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
8.5,84.8,68.0,0.0,1.8,66.5,2.0,2.0,1.0,3.0,5.0,2.0,1.0,6.8,3.0,4.800000000000001,1.8,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1
10.0,93.2,98.6,0.0,2.1,71.0,6.0,2.0,5.0,3.0,5.0,6.0,2.0,8.5,3.0,7.8,5.200000000000001,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
8.71,77.3,79.3,0.0,4.5,69.8,6.0,3.0,4.0,4.0,5.0,3.0,1.0,6.9,1.0,7.184,2.6000000000000005,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
8.04,76.6,79.4,0.0,4.5,69.8,1.0,1.0,1.0,3.0,4.0,1.0,0.0,8.6,7.0,4.116,0.8,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
9.16,88.6,76.0,0.0,0.8,70.3,8.0,2.0,5.0,1.0,5.0,4.0,7.0,6.4,8.0,7.863999999999999,4.6000000000000005,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
7.91,72.9,78.7,1.0,2.8,75.4,4.0,3.0,3.0,4.0,5.0,4.0,3.0,9.0,8.0,6.064000000000001,3.8000000000000003,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
8.36,79.3,74.7,1.0,2.9,61.2,7.0,3.0,5.0,3.0,4.0,6.0,4.0,5.9,7.0,7.644,5.6000000000000005,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
7.67,64.9,76.7,0.0,2.4,61.4,4.0,2.0,3.0,5.0,4.0,4.0,2.0,6.6,4.0,5.668,3.6,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
8.54,76.4,79.6,0.0,2.0,65.9,8.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,9.0,7.616,4.6,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1
9.89,92.4,90.9,0.0,7.2,80.3,6.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,7.0,8.356000000000002,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
8.76,70.2,83.0,0.0,6.4,75.7,8.0,2.0,5.0,3.0,5.0,5.0,0.0,7.2,3.0,7.703999999999999,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1
7.47,75.2,61.4,0.0,4.8,78.1,3.0,2.0,1.0,4.0,4.0,1.0,2.0,7.8,2.0,4.588,1.2000000000000002,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
10.0,95.8,90.1,0.0,4.6,72.1,8.0,4.0,5.0,1.0,5.0,5.0,5.0,7.4,5.0,8.8,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
